Date,HB,HBName,DailyPositive,CumulativePositive,DailyPositivePCROnly,CumulativePositivePCROnly,DailyPositiveLFDOnly,CumulativePositiveLFDOnly,DailyPositivePCRAndLFD,CumulativePositivePCRAndLFD,DailyDeaths,DailyDeathsQF,CumulativeDeaths,CumulativeDeathsQF,CrudeRateDeaths,CrudeRateDeathsQF,PositiveTests,PositiveTestsLFDOnly,HospitalAdmissions,HospitalAdmissionsQF,ICUAdmissions,ICUAdmissionsQF,PositivePillar1,PositivePillar2,FirstInfections,FirstInfectionsCumulative,Reinfections,ReinfectionsCumulative,PercentReinfections,PercentReinfectionsCumulative,TotalTests,TotalPillar1,TotalPillar2,TotalLFD,HospitalOccupancy,ICUOccupancy28daysless,ICUOccupancy28daysmore
20211113,S08000020,NHS Grampian,268,52149,,,,,,,3,,558,,95.29502177440014,,279,,,:,,:,11,268,268,51869,0,280,0,0.5369230474218106,2215,485,1730,,76,10,
20211113,S08000019,NHS Forth Valley,196,39156,,,,,,,1,,558,,182.39466544634394,,213,,,:,,:,7,206,196,38863,0,293,0,0.7482888956992543,1300,248,1052,,45,6,
20211113,S08000029,NHS Fife,191,44355,,,,,,,0,,507,,135.514393392671,,208,,,:,,:,13,195,190,44117,1,238,0.5235602094240838,0.5365798669823019,1362,354,1008,,47,,
20211113,S08000017,NHS Dumfries and Galloway,90,14473,,,,,,,0,,178,,120.03506642389912,,94,,,:,,:,12,82,89,14398,1,75,1.1111111111111112,0.5182063152076279,735,229,506,,23,,
20211113,S08000016,NHS Borders,42,10196,,,,,,,1,,145,,125.82436653939604,,48,,,:,,:,2,46,42,10154,0,42,0,0.41192624558650454,351,73,278,,26,,
20211113,S08000015,NHS Ayrshire and Arran,164,49143,,,,,,,0,,909,,247.01758199951084,,171,,,:,,:,5,166,163,48761,1,382,0.6097560975609756,0.7773233217345299,1479,516,963,,73,,
20211113,,Golden Jubilee National Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20211114,S92000003,Scotland,2441,693747,,,,,,,15,,9504,,173.8748627881449,,2575,,61,,6,,155,2420,2423,689113,18,4634,0.737402703809914,0.6679668524692719,21571,6194,15377,,771,57,21
20211114,S08000028,NHS Western Isles,8,1342,,,,,,,0,,18,,67.9245283018868,,8,,,:,,:,1,7,8,1330,0,12,0,0.8941877794336811,108,64,44,,,,
20211114,S08000030,NHS Tayside,186,49531,,,,,,,2,,745,,178.85007802184612,,192,,,:,,:,6,186,185,49226,1,305,0.5376344086021505,0.6157759786800185,1526,418,1108,,41,6,
20211114,S08000026,NHS Shetland,14,874,,,,,,,0,,11,,48.09794490599038,,14,,,:,,:,11,3,14,872,0,2,0,0.2288329519450801,94,66,28,,,,
20211114,S08000025,NHS Orkney,6,840,,,,,,,0,,9,,40.17857142857143,,0,,,:,,:,,,6,840,0,0,0,0,47,28,19,,,,
20211114,S08000024,NHS Lothian,350,111504,,,,,,,3,,1376,,150.7961731087464,,371,,,:,,:,17,354,347,110859,3,645,0.8571428571428571,0.57845458458889365,3593,891,2702,,88,5,5
20211114,S08000032,NHS Lanarkshire,301,108293,,,,,,,2,,1565,,236.4191189799988,,315,,,:,,:,15,300,301,107452,0,841,0,0.7765968252795656,2346,595,1751,,112,7,
20211114,S08000022,NHS Highland,131,25619,,,,,,,1,,232,,72.30567848906065,,138,,,:,,:,9,129,130,25532,1,87,0.7633587786259542,0.33959170927827004,1309,334,975,,31,,
20211114,S08000031,NHS Greater Glasgow and Clyde,400,185227,,,,,,,0,,2686,,226.62076878944347,,425,,,:,,:,17,408,396,183804,4,1423,1,0.768246529933541,4452,1393,3059,,192,8,8
20211114,S08000020,NHS Grampian,306,52455,,,,,,,1,,559,,95.46580138331483,,322,,,:,,:,26,296,306,52175,0,280,0,0.5337908683633591,2410,806,1604,,76,11,
20211114,S08000019,NHS Forth Valley,194,39350,,,,,,,2,,560,,183.04840976694015,,213,,,:,,:,12,201,192,39055,2,295,1.0309278350515463,0.7496823379923762,1471,400,1071,,49,6,
20211114,S08000029,NHS Fife,211,44566,,,,,,,0,,507,,135.514393392671,,220,,,:,,:,17,203,210,44327,1,239,0.47393364928909953,0.536283265269488,1557,365,1192,,53,5,
20211114,S08000017,NHS Dumfries and Galloway,93,14566,,,,,,,0,,178,,120.03506642389912,,99,,,:,,:,7,92,93,14491,0,75,0,0.5148977069888782,623,235,388,,25,,
20211114,S08000016,NHS Borders,59,10255,,,,,,,1,,146,,126.69212079139187,,63,,,:,,:,5,58,59,10213,0,42,0,0.40955631399317405,410,97,313,,24,,
20211114,S08000015,NHS Ayrshire and Arran,182,49325,,,,,,,3,,912,,247.83282154406368,,186,,,:,,:,12,174,176,48937,6,388,3.2967032967032965,0.7866193613786112,1598,497,1101,,75,,
20211114,,Golden Jubilee National Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20211115,S92000003,Scotland,3681,697428,,,,,,,19,,9523,,174.22246615440906,,3840,,68,,13,,234,3606,3643,692756,38,4672,1.0323281716924748,0.6698899384595972,44449,18169,26280,,779,57,18
20211115,S08000028,NHS Western Isles,5,1347,,,,,,,1,,19,,71.69811320754717,,5,,,:,,:,2,3,5,1335,0,12,0,0.89086859688196,262,199,63,,,,
20211115,S08000030,NHS Tayside,270,49801,,,,,,,2,,747,,179.33021245948865,,278,,,:,,:,11,267,268,49494,2,307,0.7407407407407407,0.6164534848697817,2799,1048,1751,,39,6,
20211115,S08000026,NHS Shetland,13,887,,,,,,,0,,11,,48.09794490599038,,13,,,:,,:,11,2,13,885,0,2,0,0.2254791431792559,239,182,57,,,,
20211115,S08000025,NHS Orkney,17,857,,,,,,,0,,9,,40.17857142857143,,18,,,:,,:,7,11,17,857,0,0,0,0,192,120,72,,,,
20211115,S08000024,NHS Lothian,557,112061,,,,,,,1,,1377,,150.90576335083125,,582,,,:,,:,23,559,552,111411,5,650,0.8976660682226212,0.5800412275457117,7073,2596,4477,,90,6,5
20211115,S08000032,NHS Lanarkshire,432,108725,,,,,,,1,,1566,,236.57018550969846,,454,,,:,,:,20,434,425,107877,7,848,1.6203703703703705,0.7799494136583123,4757,2092,2665,,113,7,
20211115,S08000022,NHS Highland,236,25855,,,,,,,3,,235,,73.24066571090195,,243,,,:,,:,5,238,234,25766,2,89,0.847457627118644,0.34422742216205765,3214,1097,2117,,34,,
20211115,S08000031,NHS Greater Glasgow and Clyde,622,185849,,,,,,,2,,2688,,226.78951098511692,,651,,,:,,:,34,617,614,184418,8,1431,1.2861736334405145,0.7699799299431259,9081,3898,5183,,186,7,7
20211115,S08000020,NHS Grampian,488,52943,,,,,,,4,,563,,96.14891981897361,,509,,,:,,:,32,477,485,52660,3,283,0.6147540983606558,0.5345371437206052,4885,1983,2902,,79,10,
20211115,S08000019,NHS Forth Valley,259,39609,,,,,,,2,,562,,183.70215408753637,,271,,,:,,:,23,248,255,39310,4,299,1.5444015444015444,0.7548789416546744,3197,1403,1794,,48,6,
20211115,S08000029,NHS Fife,312,44878,,,,,,,1,,508,,135.78168016464866,,321,,,:,,:,18,303,309,44636,3,242,0.9615384615384616,0.5392397165649093,3200,1186,2014,,53,,
20211115,S08000017,NHS Dumfries and Galloway,151,14717,,,,,,,1,,179,,120.70942072965137,,153,,,:,,:,23,130,151,14642,0,75,0,0.509614731263165,1347,518,829,,31,,
20211115,S08000016,NHS Borders,84,10339,,,,,,,0,,146,,126.69212079139187,,86,,,:,,:,7,79,84,10297,0,42,0,0.4062288422477996,819,306,513,,27,,
20211115,S08000015,NHS Ayrshire and Arran,235,49560,,,,,,,1,,913,,248.10456805891465,,244,,,:,,:,18,226,231,49168,4,392,1.702127659574468,0.7909604519774012,3296,1516,1780,,75,,
20211115,,Golden Jubilee National Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20211116,S92000003,Scotland,3311,700739,,,,,,,6,,9529,,174.33223563849248,,3478,,74,,3,,252,3226,3281,696037,30,4702,0.906070673512534,0.6710058952049194,43965,19799,24166,,774,57,16
20211116,S08000028,NHS Western Isles,8,1355,,,,,,,0,,19,,71.69811320754717,,9,,,:,,:,4,5,8,1343,0,12,0,0.8856088560885609,253,201,52,,,,
20211116,S08000030,NHS Tayside,264,50065,,,,,,,0,,747,,179.33021245948865,,275,,,:,,:,16,259,260,49754,4,311,1.5151515151515151,0.6211924498152401,3468,1832,1636,,34,7,
20211116,S08000026,NHS Shetland,15,902,,,,,,,0,,11,,48.09794490599038,,15,,,:,,:,14,1,15,900,0,2,0,0.22172949002217296,200,167,33,,,,
20211116,S08000025,NHS Orkney,9,866,,,,,,,0,,9,,40.17857142857143,,9,,,:,,:,2,7,9,866,0,0,0,0,135,77,58,,,,
20211116,S08000024,NHS Lothian,473,112534,,,,,,,1,,1378,,151.01535359291609,,491,,,:,,:,18,473,470,111881,3,653,0.6342494714587738,0.5802690742353422,6890,2635,4255,,96,8,
20211116,S08000032,NHS Lanarkshire,410,109135,,,,,,,0,,1566,,236.57018550969846,,426,,,:,,:,26,400,407,108284,3,851,0.7317073170731707,0.779768177028451,4724,2029,2695,,112,7,
20211116,S08000022,NHS Highland,226,26081,,,,,,,1,,236,,73.55232811818239,,236,,,:,,:,15,221,224,25990,2,91,0.8849557522123894,0.3489130018020781,3330,1303,2027,,34,,
20211116,S08000031,NHS Greater Glasgow and Clyde,561,186410,,,,,,,1,,2689,,226.87388208295366,,598,,,:,,:,48,550,558,184976,3,1434,0.5347593582887701,0.7692720347620836,8559,3906,4653,,185,7,6
20211116,S08000020,NHS Grampian,415,53358,,,,,,,1,,564,,96.31969942788831,,435,,,:,,:,30,405,411,53071,4,287,0.963855421686747,0.5378762322425878,4806,2258,2548,,72,11,
20211116,S08000019,NHS Forth Valley,274,39883,,,,,,,0,,562,,183.70215408753637,,293,,,:,,:,17,276,268,39578,6,305,2.18978102189781,0.7647368553017576,2976,1338,1638,,53,6,
20211116,S08000029,NHS Fife,284,45162,,,,,,,0,,508,,135.78168016464866,,295,,,:,,:,27,268,282,44918,2,244,0.704225352112676,0.5402772242150481,2982,1220,1762,,55,,
20211116,S08000017,NHS Dumfries and Galloway,120,14837,,,,,,,0,,179,,120.70942072965137,,126,,,:,,:,12,114,119,14761,1,76,0.8333333333333334,0.5122329311855497,1437,700,737,,32,,
20211116,S08000016,NHS Borders,60,10399,,,,,,,0,,146,,126.69212079139187,,62,,,:,,:,9,53,60,10357,0,42,0,0.40388498894124436,710,336,374,,29,,
20211116,S08000015,NHS Ayrshire and Arran,192,49752,,,,,,,2,,915,,248.64806108861654,,200,,,:,,:,14,186,190,49358,2,394,1.0416666666666667,0.791927962694967,3407,1758,1649,,67,,
20211116,,Golden Jubilee National Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20211117,S92000003,Scotland,3341,704080,,,,,,,12,,9541,,174.55177460665936,,3505,,58,,6,,249,3256,3318,699355,23,4725,0.6884166417240347,0.6710885126690149,36828,14512,22316,,786,63,17
20211117,S08000028,NHS Western Isles,5,1360,,,,,,,0,,19,,71.69811320754717,,5,,,:,,:,2,3,5,1348,0,12,0,0.8823529411764706,175,134,41,,,,
20211117,S08000030,NHS Tayside,250,50315,,,,,,,2,,749,,179.8103468971312,,258,,,:,,:,9,249,248,50002,2,313,0.8,0.6220808903905396,2814,1223,1591,,31,8,
20211117,S08000026,NHS Shetland,34,936,,,,,,,0,,11,,48.09794490599038,,35,,,:,,:,27,8,34,934,0,2,0,0.21367521367521367,282,156,126,,,,
20211117,S08000025,NHS Orkney,4,870,,,,,,,0,,9,,40.17857142857143,,4,,,:,,:,1,3,4,870,0,0,0,0,126,95,31,,,,
20211117,S08000024,NHS Lothian,550,113084,,,,,,,1,,1379,,151.12494383500095,,578,,,:,,:,26,552,547,112428,3,656,0.5454545454545454,0.5800997488592551,6164,2021,4143,,90,6,
20211117,S08000032,NHS Lanarkshire,376,109511,,,,,,,1,,1567,,236.72125203939814,,397,,,:,,:,24,373,374,108658,2,853,0.5319148936170213,0.7789171864013661,4039,1657,2382,,114,8,
20211117,S08000022,NHS Highland,213,26294,,,,,,,1,,237,,73.86399052546282,,226,,,:,,:,14,212,213,26203,0,91,0,0.34608655967140795,2632,1020,1612,,36,,
20211117,S08000031,NHS Greater Glasgow and Clyde,636,187046,,,,,,,0,,2689,,226.87388208295366,,674,,,:,,:,45,629,630,185606,6,1440,0.9433962264150944,0.7698640976016595,7585,3188,4397,,190,9,6
20211117,S08000020,NHS Grampian,361,53719,,,,,,,0,,564,,96.31969942788831,,367,,,:,,:,18,349,359,53430,2,289,0.554016620498615,0.537984698151492,3863,1509,2354,,80,11,
20211117,S08000019,NHS Forth Valley,253,40136,,,,,,,3,,565,,184.6827705684307,,265,,,:,,:,17,248,251,39829,2,307,0.7905138339920948,0.7648993422363962,2506,938,1568,,58,6,
20211117,S08000029,NHS Fife,262,45424,,,,,,,3,,511,,136.5835404805816,,271,,,:,,:,23,248,260,45178,2,246,0.7633587786259542,0.5415639309616062,2406,815,1591,,59,,
20211117,S08000017,NHS Dumfries and Galloway,133,14970,,,,,,,0,,179,,120.70942072965137,,140,,,:,,:,20,120,132,14893,1,77,0.7518796992481203,0.5143620574482298,1168,519,649,,30,,
20211117,S08000016,NHS Borders,59,10458,,,,,,,0,,146,,126.69212079139187,,62,,,:,,:,4,58,57,10414,2,44,3.389830508474576,0.42073054121246894,621,212,409,,33,,
20211117,S08000015,NHS Ayrshire and Arran,205,49957,,,,,,,1,,916,,248.9198076034675,,218,,,:,,:,19,199,204,49562,1,395,0.4878048780487805,0.7906799847869167,2388,1008,1380,,60,,
20211117,,Golden Jubilee National Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20211118,S92000003,Scotland,3014,707094,,,,,,,9,,9550,,174.7164288327845,,3138,,54,,11,,209,2929,2992,702347,22,4747,0.7299270072992701,0.6713393127363547,34839,11914,22925,,785,64,16
20211118,S08000028,NHS Western Isles,8,1368,,,,,,,0,,19,,71.69811320754717,,8,,,:,,:,7,1,8,1356,0,12,0,0.8771929824561403,148,117,31,,,,
20211118,S08000030,NHS Tayside,242,50557,,,,,,,1,,750,,180.05041411595246,,254,,,:,,:,13,241,242,50244,0,313,0,0.6191031904582946,2490,935,1555,,40,7,
20211118,S08000026,NHS Shetland,18,954,,,,,,,0,,11,,48.09794490599038,,18,,,:,,:,14,4,18,952,0,2,0,0.20964360587002095,177,124,53,,,,
20211118,S08000025,NHS Orkney,6,876,,,,,,,0,,9,,40.17857142857143,,6,,,:,,:,3,3,6,876,0,0,0,0,94,53,41,,,,
20211118,S08000024,NHS Lothian,489,113573,,,,,,,1,,1380,,151.23453407708578,,498,,,:,,:,18,480,485,112913,4,660,0.8179959100204499,0.5811240347617832,6017,1938,4079,,89,,
20211118,S08000032,NHS Lanarkshire,357,109868,,,,,,,1,,1568,,236.87231856909784,,373,,,:,,:,24,349,353,109011,4,857,1.1204481792717087,0.7800269414206138,3955,1289,2666,,111,8,
20211118,S08000022,NHS Highland,151,26445,,,,,,,2,,239,,74.48731534002368,,157,,,:,,:,7,150,151,26354,0,91,0,0.34411041784836455,2202,724,1478,,35,,
20211118,S08000031,NHS Greater Glasgow and Clyde,542,187588,,,,,,,2,,2691,,227.0426242786271,,564,,,:,,:,27,537,536,186142,6,1446,1.1070110701107012,0.7708382199287801,7285,2584,4701,,186,11,
20211118,S08000020,NHS Grampian,372,54091,,,,,,,1,,565,,96.49047903680301,,386,,,:,,:,28,358,372,53802,0,289,0,0.5342848163280398,3801,1130,2671,,77,10,
20211118,S08000019,NHS Forth Valley,233,40369,,,,,,,0,,565,,184.6827705684307,,239,,,:,,:,7,232,232,40061,1,308,0.4291845493562232,0.7629616785156927,2342,755,1587,,56,8,
20211118,S08000029,NHS Fife,236,45660,,,,,,,0,,511,,136.5835404805816,,249,,,:,,:,22,227,233,45411,3,249,1.271186440677966,0.545335085413929,2349,753,1596,,61,,
20211118,S08000017,NHS Dumfries and Galloway,115,15085,,,,,,,0,,179,,120.70942072965137,,122,,,:,,:,18,104,115,15008,0,77,0,0.5104408352668214,1147,396,751,,30,,
20211118,S08000016,NHS Borders,45,10503,,,,,,,0,,146,,126.69212079139187,,51,,,:,,:,3,48,43,10457,2,46,4.444444444444445,0.43797010377987244,586,244,342,,32,,
20211118,S08000015,NHS Ayrshire and Arran,200,50157,,,,,,,1,,917,,249.1915541183184,,205,,,:,,:,18,187,198,49760,2,397,1,0.7915146440177842,2196,865,1331,,63,,
20211118,,Golden Jubilee National Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20211119,S92000003,Scotland,2804,709898,,,,,,,9,,9559,,174.8810830589096,,2988,,54,,1,,174,2814,2785,705132,19,4766,0.6776034236804565,0.6713640551177775,30152,10656,19496,,792,62,18
20211119,S08000028,NHS Western Isles,3,1371,,,,,,,0,,19,,71.69811320754717,,5,,,:,,:,5,0,3,1359,0,12,0,0.87527352297593,124,118,6,,,,
20211119,S08000030,NHS Tayside,230,50787,,,,,,,1,,751,,180.29048133477374,,243,,,:,,:,11,232,228,50472,2,315,0.8695652173913043,0.6202374623427255,2436,1093,1343,,36,7,
20211119,S08000026,NHS Shetland,11,965,,,,,,,0,,11,,48.09794490599038,,11,,,:,,:,7,4,10,962,1,3,9.090909090909092,0.31088082901554404,133,82,51,,,,
20211119,S08000025,NHS Orkney,3,879,,,,,,,0,,9,,40.17857142857143,,0,,,:,,:,,,3,879,0,0,0,0,51,28,23,,,,
20211119,S08000024,NHS Lothian,438,114011,,,,,,,0,,1380,,151.23453407708578,,470,,,:,,:,24,446,435,113348,3,663,0.684931506849315,0.5815228355158713,4819,1415,3404,,86,6,
20211119,S08000032,NHS Lanarkshire,313,110181,,,,,,,0,,1568,,236.87231856909784,,339,,,:,,:,15,324,311,109322,2,859,0.6389776357827476,0.7796262513500513,3683,1277,2406,,118,7,
20211119,S08000022,NHS Highland,154,26599,,,,,,,1,,240,,74.79897774730412,,164,,,:,,:,2,162,153,26507,1,92,0.6493506493506493,0.34587766457385616,1814,475,1339,,34,,
20211119,S08000031,NHS Greater Glasgow and Clyde,537,188125,,,,,,,1,,2692,,227.12699537646384,,575,,,:,,:,32,543,534,186676,3,1449,0.5586592178770949,0.7702325581395348,6399,2532,3867,,189,12,
20211119,S08000020,NHS Grampian,374,54465,,,,,,,2,,567,,96.8320382546324,,396,,,:,,:,31,365,373,54175,1,290,0.26737967914438504,0.5324520334159552,3307,999,2308,,78,9,
20211119,S08000019,NHS Forth Valley,209,40578,,,,,,,2,,567,,185.33651488902692,,223,,,:,,:,11,212,208,40269,1,309,0.4784688995215311,0.7614963773473311,2084,756,1328,,60,7,
20211119,S08000029,NHS Fife,230,45890,,,,,,,2,,513,,137.11811402453694,,238,,,:,,:,11,227,229,45640,1,250,0.43478260869565216,0.5447809980387884,1956,559,1397,,57,,
20211119,S08000017,NHS Dumfries and Galloway,94,15179,,,,,,,0,,179,,120.70942072965137,,100,,,:,,:,7,93,93,15101,1,78,1.0638297872340425,0.5138678437314711,840,253,587,,33,,
20211119,S08000016,NHS Borders,58,10561,,,,,,,0,,146,,126.69212079139187,,60,,,:,,:,7,53,57,10514,1,47,1.7241379310344827,0.4450336142410757,535,240,295,,30,,
20211119,S08000015,NHS Ayrshire and Arran,150,50307,,,,,,,0,,917,,249.1915541183184,,157,,,:,,:,11,146,148,49908,2,399,1.3333333333333333,0.79313018069056,1928,821,1107,,67,,
20211119,,Golden Jubilee National Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20211120,S92000003,Scotland,2236,712134,,,,,,,10,,9569,,175.06403219904868,,2353,,35,,6,,90,2263,2213,707345,23,4789,1.0286225402504472,0.6724857962125106,19405,5111,14294,,752,58,16
20211120,S08000028,NHS Western Isles,4,1375,,,,,,,1,,20,,75.47169811320754,,4,,,:,,:,4,0,4,1363,0,12,0,0.8727272727272727,113,110,3,,,,
20211120,S08000030,NHS Tayside,190,50977,,,,,,,1,,752,,180.530548553595,,198,,,:,,:,9,189,187,50659,3,318,1.5789473684210527,0.6238107381760402,1325,269,1056,,33,7,
20211120,S08000026,NHS Shetland,10,975,,,,,,,0,,11,,48.09794490599038,,10,,,:,,:,9,1,10,972,0,3,0,0.3076923076923077,113,66,47,,,,
20211120,S08000025,NHS Orkney,6,885,,,,,,,0,,9,,40.17857142857143,,6,,,:,,:,2,4,6,885,0,0,0,0,25,10,15,,,,
20211120,S08000024,NHS Lothian,300,114311,,,,,,,0,,1380,,151.23453407708578,,321,,,:,,:,8,313,296,113644,4,667,1.3333333333333333,0.5834959015317861,3309,796,2513,,84,5,
20211120,S08000032,NHS Lanarkshire,268,110449,,,,,,,2,,1570,,237.1744516284972,,283,,,:,,:,3,280,265,109587,3,862,1.1194029850746268,0.7804507057555976,2222,536,1686,,112,8,
20211120,S08000022,NHS Highland,114,26713,,,,,,,0,,240,,74.79897774730412,,121,,,:,,:,4,117,114,26621,0,92,0,0.34440160221614946,1145,293,852,,30,,
20211120,S08000031,NHS Greater Glasgow and Clyde,448,188573,,,,,,,1,,2693,,227.21136647430055,,467,,,:,,:,15,452,444,187120,4,1453,0.8928571428571429,0.7705238819979531,4258,1264,2994,,181,10,
20211120,S08000020,NHS Grampian,296,54761,,,,,,,1,,568,,97.0028178635471,,312,,,:,,:,15,297,294,54469,2,292,0.6756756756756757,0.5332262011285404,2120,454,1666,,75,8,
20211120,S08000019,NHS Forth Valley,192,40770,,,,,,,0,,567,,185.33651488902692,,198,,,:,,:,6,192,190,40459,2,311,1.0416666666666667,0.7628157959283787,1342,330,1012,,61,7,
20211120,S08000029,NHS Fife,167,46057,,,,,,,0,,513,,137.11811402453694,,174,,,:,,:,7,167,165,45805,2,252,1.1976047904191616,0.5471480990946002,1250,303,947,,48,,
20211120,S08000017,NHS Dumfries and Galloway,89,15268,,,,,,,1,,180,,121.3837750354036,,93,,,:,,:,5,88,87,15188,2,80,2.247191011235955,0.5239717055279015,639,175,464,,31,,
20211120,S08000016,NHS Borders,43,10604,,,,,,,0,,146,,126.69212079139187,,0,,,:,,:,,,43,10557,0,47,0,0.4432289701999246,315,79,236,,26,,
20211120,S08000015,NHS Ayrshire and Arran,109,50416,,,,,,,3,,920,,250.00679366287127,,118,,,:,,:,3,115,108,50016,1,400,0.9174311926605505,0.7933989209774674,1202,425,777,,67,,
20211120,,Golden Jubilee National Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20211121,S92000003,Scotland,2187,714321,,,,,,,9,,9578,,175.2286864251738,,2300,,40,,6,,96,2204,2175,709520,12,4801,0.5486968449931413,0.6721067979241826,20332,6401,13931,,750,59,15
20211121,S08000028,NHS Western Isles,2,1377,,,,,,,0,,20,,75.47169811320754,,2,,,:,,:,2,0,2,1365,0,12,0,0.8714596949891068,63,58,5,,,,
20211121,S08000030,NHS Tayside,147,51124,,,,,,,0,,752,,180.530548553595,,151,,,:,,:,7,144,145,50804,2,320,1.3605442176870748,0.6259291135278929,1474,552,922,,33,7,
20211121,S08000026,NHS Shetland,1,976,,,,,,,0,,11,,48.09794490599038,,1,,,:,,:,1,0,1,973,0,3,0,0.3073770491803279,67,40,27,,,,
20211121,S08000025,NHS Orkney,3,888,,,,,,,1,,10,,44.64285714285714,,3,,,:,,:,1,2,3,888,0,0,0,0,64,44,20,,,,
20211121,S08000024,NHS Lothian,384,114695,,,,,,,1,,1381,,151.34412431917062,,401,,,:,,:,11,390,381,114025,3,670,0.78125,0.5841579842190157,3546,861,2685,,85,5,
20211121,S08000032,NHS Lanarkshire,267,110716,,,,,,,1,,1571,,237.32551815819684,,276,,,:,,:,6,270,267,109854,0,862,0,0.7785685899057047,2329,602,1727,,110,8,
20211121,S08000022,NHS Highland,104,26817,,,,,,,1,,241,,75.11064015458456,,109,,,:,,:,3,106,104,26725,0,92,0,0.34306596561882385,1062,315,747,,28,,
20211121,S08000031,NHS Greater Glasgow and Clyde,421,188994,,,,,,,2,,2695,,227.380108669974,,446,,,:,,:,20,426,417,187537,4,1457,0.9501187648456056,0.7709239446754923,4248,1401,2847,,184,10,
20211121,S08000020,NHS Grampian,255,55016,,,,,,,0,,568,,97.0028178635471,,269,,,:,,:,11,258,255,54724,0,292,0,0.5307546895448597,2415,828,1587,,73,7,
20211121,S08000019,NHS Forth Valley,176,40946,,,,,,,2,,569,,185.9902592096231,,194,,,:,,:,9,185,176,40635,0,311,0,0.7595369511063351,1476,511,965,,59,7,
20211121,S08000029,NHS Fife,159,46216,,,,,,,1,,514,,137.38540079651457,,164,,,:,,:,9,155,157,45962,2,254,1.2578616352201257,0.5495932144711788,1352,392,960,,48,,
20211121,S08000017,NHS Dumfries and Galloway,83,15351,,,,,,,0,,180,,121.3837750354036,,90,,,:,,:,5,85,82,15270,1,81,1.2048192771084338,0.5276529216337698,602,233,369,,30,,
20211121,S08000016,NHS Borders,39,10643,,,,,,,0,,146,,126.69212079139187,,40,,,:,,:,4,36,39,10596,0,47,0,0.44160481067368224,344,100,244,,26,,
20211121,S08000015,NHS Ayrshire and Arran,146,50562,,,,,,,0,,920,,250.00679366287127,,153,,,:,,:,7,146,146,50162,0,400,0,0.7911079466793244,1271,460,811,,71,5,
20211121,,Golden Jubilee National Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20211122,S92000003,Scotland,3188,717509,,,,,,,16,,9594,,175.52140504939626,,3341,,66,,8,,205,3136,3161,712681,27,4828,0.8469259723964868,0.6728835457116218,42811,18271,24540,,743,60,13
20211122,S08000028,NHS Western Isles,6,1383,,,,,,,0,,20,,75.47169811320754,,6,,,:,,:,6,0,6,1371,0,12,0,0.8676789587852495,256,248,8,,,,
20211122,S08000030,NHS Tayside,260,51384,,,,,,,1,,753,,180.77061577241628,,273,,,:,,:,12,261,259,51063,1,321,0.38461538461538464,0.6247080803362914,2776,1082,1694,,39,7,
20211122,S08000026,NHS Shetland,15,991,,,,,,,0,,11,,48.09794490599038,,15,,,:,,:,13,2,15,988,0,3,0,0.30272452068617556,234,201,33,,,,
20211122,S08000025,NHS Orkney,10,898,,,,,,,0,,10,,44.64285714285714,,10,,,:,,:,3,7,10,898,0,0,0,0,188,133,55,,,,
20211122,S08000024,NHS Lothian,494,115189,,,,,,,1,,1382,,151.45371456125545,,514,,,:,,:,20,494,490,114515,4,674,0.8097165991902834,0.5851253157853614,7112,2737,4375,,80,5,
20211122,S08000032,NHS Lanarkshire,365,111081,,,,,,,2,,1573,,237.62765121759622,,386,,,:,,:,23,363,364,110218,1,863,0.273972602739726,0.7769105427570872,4661,2096,2565,,106,8,
20211122,S08000022,NHS Highland,200,27017,,,,,,,1,,242,,75.42230256186498,,204,,,:,,:,4,200,199,26924,1,93,0.5,0.344227708479846,3002,1176,1826,,31,,
20211122,S08000031,NHS Greater Glasgow and Clyde,564,189558,,,,,,,6,,2701,,227.88633525699436,,590,,,:,,:,30,560,557,188094,7,1464,1.2411347517730495,0.7723229829392587,8932,3930,5002,,172,9,
20211122,S08000020,NHS Grampian,392,55408,,,,,,,0,,568,,97.0028178635471,,411,,,:,,:,29,382,388,55112,4,296,1.0204081632653061,0.5342188853595149,4828,1988,2840,,77,9,
20211122,S08000019,NHS Forth Valley,265,41211,,,,,,,1,,570,,186.31713136992124,,281,,,:,,:,13,268,262,40897,3,314,1.1320754716981132,0.7619324937516683,3067,1336,1731,,59,7,
20211122,S08000029,NHS Fife,251,46467,,,,,,,1,,515,,137.65268756849224,,260,,,:,,:,19,241,248,46210,3,257,1.1952191235059761,0.5530806809133364,3106,1216,1890,,49,,
20211122,S08000017,NHS Dumfries and Galloway,100,15451,,,,,,,1,,181,,122.05812934115583,,105,,,:,,:,10,95,100,15370,0,81,0,0.5242379134036632,1123,483,640,,32,,
