date,number_admitted,seven_day_average,seven_day_average_qf,year,month,day,week,weekday,season
2020-03-01,1,NA,z,2020,3,1,9,Sun,Spring
2020-03-03,1,NA,z,2020,3,3,9,Tue,Spring
2020-03-04,1,NA,z,2020,3,4,10,Wed,Spring
2020-03-05,3,NA,z,2020,3,5,10,Thu,Spring
2020-03-06,4,NA,z,2020,3,6,10,Fri,Spring
2020-03-07,2,NA,z,2020,3,7,10,Sat,Spring
2020-03-08,1,1.85714285714286,NA,2020,3,8,10,Sun,Spring
2020-03-09,6,2.57142857142857,NA,2020,3,9,10,Mon,Spring
2020-03-10,9,3.71428571428571,NA,2020,3,10,10,Tue,Spring
2020-03-11,14,5.57142857142857,NA,2020,3,11,11,Wed,Spring
2020-03-12,7,6.14285714285714,NA,2020,3,12,11,Thu,Spring
2020-03-13,4,6.14285714285714,NA,2020,3,13,11,Fri,Spring
2020-03-14,9,7.14285714285714,NA,2020,3,14,11,Sat,Spring
2020-03-15,8,8.14285714285714,NA,2020,3,15,11,Sun,Spring
2020-03-16,10,8.71428571428571,NA,2020,3,16,11,Mon,Spring
2020-03-17,22,10.5714285714286,NA,2020,3,17,11,Tue,Spring
2020-03-18,18,11.1428571428571,NA,2020,3,18,12,Wed,Spring
2020-03-19,26,13.8571428571429,NA,2020,3,19,12,Thu,Spring
2020-03-20,47,20,NA,2020,3,20,12,Fri,Spring
2020-03-21,49,25.7142857142857,NA,2020,3,21,12,Sat,Spring
2020-03-22,37,29.8571428571429,NA,2020,3,22,12,Sun,Spring
2020-03-23,71,38.5714285714286,NA,2020,3,23,12,Mon,Spring
2020-03-24,72,45.7142857142857,NA,2020,3,24,12,Tue,Spring
2020-03-25,92,56.2857142857143,NA,2020,3,25,13,Wed,Spring
2020-03-26,108,68,NA,2020,3,26,13,Thu,Spring
2020-03-27,118,78.1428571428571,NA,2020,3,27,13,Fri,Spring
2020-03-28,140,91.1428571428571,NA,2020,3,28,13,Sat,Spring
2020-03-29,117,102.571428571429,NA,2020,3,29,13,Sun,Spring
2020-03-30,153,114.285714285714,NA,2020,3,30,13,Mon,Spring
2020-03-31,146,124.857142857143,NA,2020,3,31,13,Tue,Spring
2020-04-01,187,138.428571428571,NA,2020,4,1,14,Wed,Spring
2020-04-02,141,143.142857142857,NA,2020,4,2,14,Thu,Spring
2020-04-03,179,151.857142857143,NA,2020,4,3,14,Fri,Spring
2020-04-04,130,150.428571428571,NA,2020,4,4,14,Sat,Spring
2020-04-05,133,152.714285714286,NA,2020,4,5,14,Sun,Spring
2020-04-06,168,154.857142857143,NA,2020,4,6,14,Mon,Spring
2020-04-07,142,154.285714285714,NA,2020,4,7,14,Tue,Spring
2020-04-08,120,144.714285714286,NA,2020,4,8,15,Wed,Spring
2020-04-09,109,140.142857142857,NA,2020,4,9,15,Thu,Spring
2020-04-10,96,128.285714285714,NA,2020,4,10,15,Fri,Spring
2020-04-11,64,118.857142857143,NA,2020,4,11,15,Sat,Spring
2020-04-12,66,109.285714285714,NA,2020,4,12,15,Sun,Spring
2020-04-13,84,97.2857142857143,NA,2020,4,13,15,Mon,Spring
2020-04-14,83,88.8571428571429,NA,2020,4,14,15,Tue,Spring
2020-04-15,76,82.5714285714286,NA,2020,4,15,16,Wed,Spring
2020-04-16,77,78,NA,2020,4,16,16,Thu,Spring
2020-04-17,80,75.7142857142857,NA,2020,4,17,16,Fri,Spring
2020-04-18,60,75.1428571428571,NA,2020,4,18,16,Sat,Spring
2020-04-19,47,72.4285714285714,NA,2020,4,19,16,Sun,Spring
2020-04-20,55,68.2857142857143,NA,2020,4,20,16,Mon,Spring
2020-04-21,55,64.2857142857143,NA,2020,4,21,16,Tue,Spring
2020-04-22,50,60.5714285714286,NA,2020,4,22,17,Wed,Spring
2020-04-23,51,56.8571428571429,NA,2020,4,23,17,Thu,Spring
2020-04-24,68,55.1428571428571,NA,2020,4,24,17,Fri,Spring
2020-04-25,30,50.8571428571429,NA,2020,4,25,17,Sat,Spring
2020-04-26,30,48.4285714285714,NA,2020,4,26,17,Sun,Spring
2020-04-27,57,48.7142857142857,NA,2020,4,27,17,Mon,Spring
2020-04-28,51,48.1428571428571,NA,2020,4,28,17,Tue,Spring
2020-04-29,35,46,NA,2020,4,29,18,Wed,Spring
2020-04-30,35,43.7142857142857,NA,2020,4,30,18,Thu,Spring
2020-05-01,38,39.4285714285714,NA,2020,5,1,18,Fri,Spring
2020-05-02,34,40,NA,2020,5,2,18,Sat,Spring
2020-05-03,32,40.2857142857143,NA,2020,5,3,18,Sun,Spring
2020-05-04,39,37.7142857142857,NA,2020,5,4,18,Mon,Spring
2020-05-05,29,34.5714285714286,NA,2020,5,5,18,Tue,Spring
2020-05-06,36,34.7142857142857,NA,2020,5,6,19,Wed,Spring
2020-05-07,26,33.4285714285714,NA,2020,5,7,19,Thu,Spring
2020-05-08,25,31.5714285714286,NA,2020,5,8,19,Fri,Spring
2020-05-09,15,28.8571428571429,NA,2020,5,9,19,Sat,Spring
2020-05-10,24,27.7142857142857,NA,2020,5,10,19,Sun,Spring
2020-05-11,27,26,NA,2020,5,11,19,Mon,Spring
2020-05-12,27,25.7142857142857,NA,2020,5,12,19,Tue,Spring
2020-05-13,20,23.4285714285714,NA,2020,5,13,20,Wed,Spring
2020-05-14,20,22.5714285714286,NA,2020,5,14,20,Thu,Spring
2020-05-15,23,22.2857142857143,NA,2020,5,15,20,Fri,Spring
2020-05-16,14,22.1428571428571,NA,2020,5,16,20,Sat,Spring
2020-05-17,8,19.8571428571429,NA,2020,5,17,20,Sun,Spring
2020-05-18,22,19.1428571428571,NA,2020,5,18,20,Mon,Spring
2020-05-19,6,16.1428571428571,NA,2020,5,19,20,Tue,Spring
2020-05-20,12,15,NA,2020,5,20,21,Wed,Spring
2020-05-21,10,13.5714285714286,NA,2020,5,21,21,Thu,Spring
2020-05-22,13,12.1428571428571,NA,2020,5,22,21,Fri,Spring
2020-05-23,11,11.7142857142857,NA,2020,5,23,21,Sat,Spring
2020-05-24,6,11.4285714285714,NA,2020,5,24,21,Sun,Spring
2020-05-25,8,9.42857142857143,NA,2020,5,25,21,Mon,Spring
2020-05-26,8,9.71428571428571,NA,2020,5,26,21,Tue,Spring
2020-05-27,7,9,NA,2020,5,27,22,Wed,Spring
2020-05-28,4,8.14285714285714,NA,2020,5,28,22,Thu,Spring
2020-05-29,9,7.57142857142857,NA,2020,5,29,22,Fri,Spring
2020-05-30,2,6.28571428571429,NA,2020,5,30,22,Sat,Spring
2020-05-31,8,6.57142857142857,NA,2020,5,31,22,Sun,Spring
2020-06-01,3,5.85714285714286,NA,2020,6,1,22,Mon,Summer
2020-06-02,2,5,NA,2020,6,2,22,Tue,Summer
2020-06-03,4,4.57142857142857,NA,2020,6,3,23,Wed,Summer
2020-06-04,4,4.57142857142857,NA,2020,6,4,23,Thu,Summer
2020-06-05,8,4.42857142857143,NA,2020,6,5,23,Fri,Summer
2020-06-06,4,4.71428571428571,NA,2020,6,6,23,Sat,Summer
2020-06-07,4,4.14285714285714,NA,2020,6,7,23,Sun,Summer
2020-06-08,3,4.14285714285714,NA,2020,6,8,23,Mon,Summer
2020-06-09,4,4.42857142857143,NA,2020,6,9,23,Tue,Summer
2020-06-10,4,4.42857142857143,NA,2020,6,10,24,Wed,Summer
2020-06-11,4,4.42857142857143,NA,2020,6,11,24,Thu,Summer
2020-06-13,3,3.71428571428571,NA,2020,6,13,24,Sat,Summer
2020-06-14,4,3.71428571428571,NA,2020,6,14,24,Sun,Summer
2020-06-15,4,3.71428571428571,NA,2020,6,15,24,Mon,Summer
2020-06-16,4,3.85714285714286,NA,2020,6,16,24,Tue,Summer
2020-06-17,3,3.71428571428571,NA,2020,6,17,25,Wed,Summer
2020-06-19,3,3.57142857142857,NA,2020,6,19,25,Fri,Summer
2020-06-20,1,3.14285714285714,NA,2020,6,20,25,Sat,Summer
2020-06-22,4,3.28571428571429,NA,2020,6,22,25,Mon,Summer
2020-06-23,2,3,NA,2020,6,23,25,Tue,Summer
2020-06-24,1,2.57142857142857,NA,2020,6,24,26,Wed,Summer
2020-06-25,2,2.28571428571429,NA,2020,6,25,26,Thu,Summer
2020-06-27,1,2,NA,2020,6,27,26,Sat,Summer
2020-06-28,1,1.71428571428571,NA,2020,6,28,26,Sun,Summer
2020-06-29,1,1.71428571428571,NA,2020,6,29,26,Mon,Summer
2020-07-01,2,1.42857142857143,NA,2020,7,1,27,Wed,Summer
2020-07-03,1,1.28571428571429,NA,2020,7,3,27,Fri,Summer
2020-07-05,1,1.28571428571429,NA,2020,7,5,27,Sun,Summer
2020-07-06,2,1.28571428571429,NA,2020,7,6,27,Mon,Summer
2020-07-10,2,1.42857142857143,NA,2020,7,10,28,Fri,Summer
2020-07-11,2,1.57142857142857,NA,2020,7,11,28,Sat,Summer
2020-07-14,1,1.57142857142857,NA,2020,7,14,28,Tue,Summer
2020-07-16,1,1.42857142857143,NA,2020,7,16,29,Thu,Summer
2020-07-19,2,1.57142857142857,NA,2020,7,19,29,Sun,Summer
2020-07-25,3,1.85714285714286,NA,2020,7,25,30,Sat,Summer
2020-07-29,2,1.85714285714286,NA,2020,7,29,31,Wed,Summer
2020-08-01,1,1.71428571428571,NA,2020,8,1,31,Sat,Summer
2020-08-04,1,1.57142857142857,NA,2020,8,4,31,Tue,Summer
2020-08-05,1,1.57142857142857,NA,2020,8,5,32,Wed,Summer
2020-08-07,1,1.57142857142857,NA,2020,8,7,32,Fri,Summer
2020-08-10,3,1.71428571428571,NA,2020,8,10,32,Mon,Summer
2020-08-11,1,1.42857142857143,NA,2020,8,11,32,Tue,Summer
2020-08-13,1,1.28571428571429,NA,2020,8,13,33,Thu,Summer
2020-08-14,2,1.42857142857143,NA,2020,8,14,33,Fri,Summer
2020-08-15,3,1.71428571428571,NA,2020,8,15,33,Sat,Summer
2020-08-16,1,1.71428571428571,NA,2020,8,16,33,Sun,Summer
2020-08-17,2,1.85714285714286,NA,2020,8,17,33,Mon,Summer
2020-08-18,1,1.57142857142857,NA,2020,8,18,33,Tue,Summer
2020-08-19,2,1.71428571428571,NA,2020,8,19,34,Wed,Summer
2020-08-20,3,2,NA,2020,8,20,34,Thu,Summer
2020-08-21,2,2,NA,2020,8,21,34,Fri,Summer
2020-08-22,2,1.85714285714286,NA,2020,8,22,34,Sat,Summer
2020-08-24,2,2,NA,2020,8,24,34,Mon,Summer
2020-08-25,4,2.28571428571429,NA,2020,8,25,34,Tue,Summer
2020-08-26,3,2.57142857142857,NA,2020,8,26,35,Wed,Summer
2020-08-27,2,2.57142857142857,NA,2020,8,27,35,Thu,Summer
2020-08-28,3,2.57142857142857,NA,2020,8,28,35,Fri,Summer
2020-08-29,2,2.57142857142857,NA,2020,8,29,35,Sat,Summer
2020-08-30,2,2.57142857142857,NA,2020,8,30,35,Sun,Summer
2020-08-31,2,2.57142857142857,NA,2020,8,31,35,Mon,Summer
2020-09-01,1,2.14285714285714,NA,2020,9,1,35,Tue,Autumn
2020-09-02,3,2.14285714285714,NA,2020,9,2,36,Wed,Autumn
2020-09-03,1,2,NA,2020,9,3,36,Thu,Autumn
2020-09-04,8,2.71428571428571,NA,2020,9,4,36,Fri,Autumn
2020-09-05,3,2.85714285714286,NA,2020,9,5,36,Sat,Autumn
2020-09-06,1,2.71428571428571,NA,2020,9,6,36,Sun,Autumn
2020-09-07,7,3.42857142857143,NA,2020,9,7,36,Mon,Autumn
2020-09-08,5,4,NA,2020,9,8,36,Tue,Autumn
2020-09-09,3,4,NA,2020,9,9,37,Wed,Autumn
2020-09-10,7,4.85714285714286,NA,2020,9,10,37,Thu,Autumn
2020-09-11,6,4.57142857142857,NA,2020,9,11,37,Fri,Autumn
2020-09-12,5,4.85714285714286,NA,2020,9,12,37,Sat,Autumn
2020-09-13,4,5.28571428571429,NA,2020,9,13,37,Sun,Autumn
2020-09-14,9,5.57142857142857,NA,2020,9,14,37,Mon,Autumn
2020-09-15,6,5.71428571428571,NA,2020,9,15,37,Tue,Autumn
2020-09-16,15,7.42857142857143,NA,2020,9,16,38,Wed,Autumn
2020-09-17,8,7.57142857142857,NA,2020,9,17,38,Thu,Autumn
2020-09-18,6,7.57142857142857,NA,2020,9,18,38,Fri,Autumn
2020-09-19,8,8,NA,2020,9,19,38,Sat,Autumn
2020-09-20,10,8.85714285714286,NA,2020,9,20,38,Sun,Autumn
2020-09-21,9,8.85714285714286,NA,2020,9,21,38,Mon,Autumn
2020-09-22,22,11.1428571428571,NA,2020,9,22,38,Tue,Autumn
2020-09-23,13,10.8571428571429,NA,2020,9,23,39,Wed,Autumn
2020-09-24,20,12.5714285714286,NA,2020,9,24,39,Thu,Autumn
2020-09-25,17,14.1428571428571,NA,2020,9,25,39,Fri,Autumn
2020-09-26,12,14.7142857142857,NA,2020,9,26,39,Sat,Autumn
2020-09-27,20,16.1428571428571,NA,2020,9,27,39,Sun,Autumn
2020-09-28,26,18.5714285714286,NA,2020,9,28,39,Mon,Autumn
2020-09-29,17,17.8571428571429,NA,2020,9,29,39,Tue,Autumn
2020-09-30,23,19.2857142857143,NA,2020,9,30,40,Wed,Autumn
2020-10-01,31,20.8571428571429,NA,2020,10,1,40,Thu,Autumn
2020-10-02,35,23.4285714285714,NA,2020,10,2,40,Fri,Autumn
2020-10-03,28,25.7142857142857,NA,2020,10,3,40,Sat,Autumn
2020-10-04,29,27,NA,2020,10,4,40,Sun,Autumn
2020-10-05,46,29.8571428571429,NA,2020,10,5,40,Mon,Autumn
2020-10-06,58,35.7142857142857,NA,2020,10,6,40,Tue,Autumn
2020-10-07,50,39.5714285714286,NA,2020,10,7,41,Wed,Autumn
2020-10-08,56,43.1428571428571,NA,2020,10,8,41,Thu,Autumn
2020-10-09,42,44.1428571428571,NA,2020,10,9,41,Fri,Autumn
2020-10-10,45,46.5714285714286,NA,2020,10,10,41,Sat,Autumn
2020-10-11,54,50.1428571428571,NA,2020,10,11,41,Sun,Autumn
2020-10-12,71,53.7142857142857,NA,2020,10,12,41,Mon,Autumn
2020-10-13,84,57.4285714285714,NA,2020,10,13,41,Tue,Autumn
2020-10-14,70,60.2857142857143,NA,2020,10,14,42,Wed,Autumn
2020-10-15,75,63,NA,2020,10,15,42,Thu,Autumn
2020-10-16,97,70.8571428571429,NA,2020,10,16,42,Fri,Autumn
2020-10-17,68,74.1428571428571,NA,2020,10,17,42,Sat,Autumn
2020-10-18,62,75.2857142857143,NA,2020,10,18,42,Sun,Autumn
2020-10-19,94,78.5714285714286,NA,2020,10,19,42,Mon,Autumn
2020-10-20,105,81.5714285714286,NA,2020,10,20,42,Tue,Autumn
2020-10-21,92,84.7142857142857,NA,2020,10,21,43,Wed,Autumn
2020-10-22,96,87.7142857142857,NA,2020,10,22,43,Thu,Autumn
2020-10-23,93,87.1428571428571,NA,2020,10,23,43,Fri,Autumn
2020-10-24,75,88.1428571428571,NA,2020,10,24,43,Sat,Autumn
2020-10-25,89,92,NA,2020,10,25,43,Sun,Autumn
2020-10-26,96,92.2857142857143,NA,2020,10,26,43,Mon,Autumn
2020-10-27,96,91,NA,2020,10,27,43,Tue,Autumn
2020-10-28,95,91.4285714285714,NA,2020,10,28,44,Wed,Autumn
2020-10-29,68,87.4285714285714,NA,2020,10,29,44,Thu,Autumn
2020-10-30,100,88.4285714285714,NA,2020,10,30,44,Fri,Autumn
2020-10-31,77,88.7142857142857,NA,2020,10,31,44,Sat,Autumn
2020-11-01,79,87.2857142857143,NA,2020,11,1,44,Sun,Autumn
2020-11-02,69,83.4285714285714,NA,2020,11,2,44,Mon,Autumn
2020-11-03,83,81.5714285714286,NA,2020,11,3,44,Tue,Autumn
2020-11-04,75,78.7142857142857,NA,2020,11,4,45,Wed,Autumn
2020-11-05,66,78.4285714285714,NA,2020,11,5,45,Thu,Autumn
2020-11-06,63,73.1428571428571,NA,2020,11,6,45,Fri,Autumn
2020-11-07,55,70,NA,2020,11,7,45,Sat,Autumn
2020-11-08,63,67.7142857142857,NA,2020,11,8,45,Sun,Autumn
2020-11-09,67,67.4285714285714,NA,2020,11,9,45,Mon,Autumn
2020-11-10,61,64.2857142857143,NA,2020,11,10,45,Tue,Autumn
2020-11-11,70,63.5714285714286,NA,2020,11,11,46,Wed,Autumn
2020-11-12,72,64.4285714285714,NA,2020,11,12,46,Thu,Autumn
2020-11-13,71,65.5714285714286,NA,2020,11,13,46,Fri,Autumn
2020-11-14,72,68,NA,2020,11,14,46,Sat,Autumn
2020-11-15,65,68.2857142857143,NA,2020,11,15,46,Sun,Autumn
2020-11-16,65,68,NA,2020,11,16,46,Mon,Autumn
2020-11-17,72,69.5714285714286,NA,2020,11,17,46,Tue,Autumn
2020-11-18,63,68.5714285714286,NA,2020,11,18,47,Wed,Autumn
2020-11-19,69,68.1428571428571,NA,2020,11,19,47,Thu,Autumn
2020-11-20,74,68.5714285714286,NA,2020,11,20,47,Fri,Autumn
2020-11-21,61,67,NA,2020,11,21,47,Sat,Autumn
2020-11-22,48,64.5714285714286,NA,2020,11,22,47,Sun,Autumn
2020-11-23,74,65.8571428571429,NA,2020,11,23,47,Mon,Autumn
2020-11-24,71,65.7142857142857,NA,2020,11,24,47,Tue,Autumn
2020-11-25,58,65,NA,2020,11,25,48,Wed,Autumn
2020-11-26,46,61.7142857142857,NA,2020,11,26,48,Thu,Autumn
2020-11-27,49,58.1428571428571,NA,2020,11,27,48,Fri,Autumn
2020-11-28,37,54.7142857142857,NA,2020,11,28,48,Sat,Autumn
2020-11-29,42,53.8571428571429,NA,2020,11,29,48,Sun,Autumn
2020-11-30,52,50.7142857142857,NA,2020,11,30,48,Mon,Autumn
2020-12-01,39,46.1428571428571,NA,2020,12,1,48,Tue,Winter
2020-12-02,61,46.5714285714286,NA,2020,12,2,49,Wed,Winter
2020-12-03,42,46,NA,2020,12,3,49,Thu,Winter
2020-12-04,52,46.4285714285714,NA,2020,12,4,49,Fri,Winter
2020-12-05,41,47,NA,2020,12,5,49,Sat,Winter
2020-12-06,40,46.7142857142857,NA,2020,12,6,49,Sun,Winter
2020-12-07,55,47.1428571428571,NA,2020,12,7,49,Mon,Winter
2020-12-08,53,49.1428571428571,NA,2020,12,8,49,Tue,Winter
2020-12-09,42,46.4285714285714,NA,2020,12,9,50,Wed,Winter
2020-12-10,49,47.4285714285714,NA,2020,12,10,50,Thu,Winter
2020-12-11,60,48.5714285714286,NA,2020,12,11,50,Fri,Winter
2020-12-12,41,48.5714285714286,NA,2020,12,12,50,Sat,Winter
2020-12-13,43,49,NA,2020,12,13,50,Sun,Winter
2020-12-14,69,51,NA,2020,12,14,50,Mon,Winter
2020-12-15,47,50.1428571428571,NA,2020,12,15,50,Tue,Winter
2020-12-16,63,53.1428571428571,NA,2020,12,16,51,Wed,Winter
2020-12-17,61,54.8571428571429,NA,2020,12,17,51,Thu,Winter
2020-12-18,54,54,NA,2020,12,18,51,Fri,Winter
2020-12-19,52,55.5714285714286,NA,2020,12,19,51,Sat,Winter
2020-12-20,48,56.2857142857143,NA,2020,12,20,51,Sun,Winter
2020-12-21,67,56,NA,2020,12,21,51,Mon,Winter
2020-12-22,53,56.8571428571429,NA,2020,12,22,51,Tue,Winter
2020-12-23,59,56.2857142857143,NA,2020,12,23,52,Wed,Winter
2020-12-24,45,54,NA,2020,12,24,52,Thu,Winter
2020-12-25,45,52.7142857142857,NA,2020,12,25,52,Fri,Winter
2020-12-26,64,54.4285714285714,NA,2020,12,26,52,Sat,Winter
2020-12-27,85,59.7142857142857,NA,2020,12,27,52,Sun,Winter
2020-12-28,95,63.7142857142857,NA,2020,12,28,52,Mon,Winter
2020-12-29,109,71.7142857142857,NA,2020,12,29,52,Tue,Winter
2020-12-30,111,79.1428571428571,NA,2020,12,30,53,Wed,Winter
2020-12-31,115,89.1428571428571,NA,2020,12,31,53,Thu,Winter
2021-01-01,91,95.7142857142857,NA,2021,1,1,1,Fri,Winter
2021-01-02,101,101,NA,2021,1,2,1,Sat,Winter
2021-01-03,98,102.857142857143,NA,2021,1,3,1,Sun,Winter
2021-01-04,129,107.714285714286,NA,2021,1,4,1,Mon,Winter
2021-01-05,129,110.571428571429,NA,2021,1,5,1,Tue,Winter
2021-01-06,142,115,NA,2021,1,6,1,Wed,Winter
2021-01-07,144,119.142857142857,NA,2021,1,7,1,Thu,Winter
2021-01-08,140,126.142857142857,NA,2021,1,8,2,Fri,Winter
2021-01-09,134,130.857142857143,NA,2021,1,9,2,Sat,Winter
2021-01-10,132,135.714285714286,NA,2021,1,10,2,Sun,Winter
2021-01-11,179,142.857142857143,NA,2021,1,11,2,Mon,Winter
2021-01-12,156,146.714285714286,NA,2021,1,12,2,Tue,Winter
2021-01-13,130,145,NA,2021,1,13,2,Wed,Winter
2021-01-14,135,143.714285714286,NA,2021,1,14,2,Thu,Winter
2021-01-15,153,145.571428571429,NA,2021,1,15,3,Fri,Winter
2021-01-16,124,144.142857142857,NA,2021,1,16,3,Sat,Winter
2021-01-17,116,141.857142857143,NA,2021,1,17,3,Sun,Winter
2021-01-18,123,133.857142857143,NA,2021,1,18,3,Mon,Winter
2021-01-19,149,132.857142857143,NA,2021,1,19,3,Tue,Winter
2021-01-20,133,133.285714285714,NA,2021,1,20,3,Wed,Winter
2021-01-21,141,134.142857142857,NA,2021,1,21,3,Thu,Winter
2021-01-22,119,129.285714285714,NA,2021,1,22,4,Fri,Winter
2021-01-23,111,127.428571428571,NA,2021,1,23,4,Sat,Winter
2021-01-24,81,122.428571428571,NA,2021,1,24,4,Sun,Winter
2021-01-25,116,121.428571428571,NA,2021,1,25,4,Mon,Winter
2021-01-26,118,117,NA,2021,1,26,4,Tue,Winter
2021-01-27,113,114.142857142857,NA,2021,1,27,4,Wed,Winter
2021-01-28,101,108.428571428571,NA,2021,1,28,4,Thu,Winter
2021-01-29,110,107.142857142857,NA,2021,1,29,5,Fri,Winter
2021-01-30,78,102.428571428571,NA,2021,1,30,5,Sat,Winter
2021-01-31,77,101.857142857143,NA,2021,1,31,5,Sun,Winter
2021-02-01,99,99.4285714285714,NA,2021,2,1,5,Mon,Winter
2021-02-02,83,94.4285714285714,NA,2021,2,2,5,Tue,Winter
2021-02-03,74,88.8571428571429,NA,2021,2,3,5,Wed,Winter
2021-02-04,85,86.5714285714286,NA,2021,2,4,5,Thu,Winter
2021-02-05,82,82.5714285714286,NA,2021,2,5,6,Fri,Winter
2021-02-06,68,81.1428571428571,NA,2021,2,6,6,Sat,Winter
2021-02-07,72,80.4285714285714,NA,2021,2,7,6,Sun,Winter
2021-02-08,56,74.2857142857143,NA,2021,2,8,6,Mon,Winter
2021-02-09,78,73.5714285714286,NA,2021,2,9,6,Tue,Winter
2021-02-10,65,72.2857142857143,NA,2021,2,10,6,Wed,Winter
2021-02-11,81,71.7142857142857,NA,2021,2,11,6,Thu,Winter
2021-02-12,68,69.7142857142857,NA,2021,2,12,7,Fri,Winter
2021-02-13,58,68.2857142857143,NA,2021,2,13,7,Sat,Winter
2021-02-14,59,66.4285714285714,NA,2021,2,14,7,Sun,Winter
2021-02-15,55,66.2857142857143,NA,2021,2,15,7,Mon,Winter
2021-02-16,84,67.1428571428571,NA,2021,2,16,7,Tue,Winter
2021-02-17,53,65.4285714285714,NA,2021,2,17,7,Wed,Winter
2021-02-18,56,61.8571428571429,NA,2021,2,18,7,Thu,Winter
2021-02-19,72,62.4285714285714,NA,2021,2,19,8,Fri,Winter
2021-02-20,64,63.2857142857143,NA,2021,2,20,8,Sat,Winter
2021-02-21,53,62.4285714285714,NA,2021,2,21,8,Sun,Winter
2021-02-22,61,63.2857142857143,NA,2021,2,22,8,Mon,Winter
2021-02-23,53,58.8571428571429,NA,2021,2,23,8,Tue,Winter
2021-02-24,46,57.8571428571429,NA,2021,2,24,8,Wed,Winter
2021-02-25,45,56.2857142857143,NA,2021,2,25,8,Thu,Winter
2021-02-26,51,53.2857142857143,NA,2021,2,26,9,Fri,Winter
2021-02-27,43,50.2857142857143,NA,2021,2,27,9,Sat,Winter
2021-02-28,41,48.5714285714286,NA,2021,2,28,9,Sun,Winter
2021-03-01,55,47.7142857142857,NA,2021,3,1,9,Mon,Spring
2021-03-02,51,47.4285714285714,NA,2021,3,2,9,Tue,Spring
2021-03-03,33,45.5714285714286,NA,2021,3,3,9,Wed,Spring
2021-03-04,33,43.8571428571429,NA,2021,3,4,9,Thu,Spring
2021-03-05,32,41.1428571428571,NA,2021,3,5,10,Fri,Spring
2021-03-06,24,38.4285714285714,NA,2021,3,6,10,Sat,Spring
2021-03-07,18,35.1428571428571,NA,2021,3,7,10,Sun,Spring
2021-03-08,28,31.2857142857143,NA,2021,3,8,10,Mon,Spring
2021-03-09,33,28.7142857142857,NA,2021,3,9,10,Tue,Spring
2021-03-10,28,28,NA,2021,3,10,10,Wed,Spring
2021-03-11,24,26.7142857142857,NA,2021,3,11,10,Thu,Spring
2021-03-12,27,26,NA,2021,3,12,11,Fri,Spring
2021-03-13,23,25.8571428571429,NA,2021,3,13,11,Sat,Spring
2021-03-14,23,26.5714285714286,NA,2021,3,14,11,Sun,Spring
2021-03-15,33,27.2857142857143,NA,2021,3,15,11,Mon,Spring
2021-03-16,19,25.2857142857143,NA,2021,3,16,11,Tue,Spring
2021-03-17,24,24.7142857142857,NA,2021,3,17,11,Wed,Spring
2021-03-18,27,25.1428571428571,NA,2021,3,18,11,Thu,Spring
2021-03-19,18,23.8571428571429,NA,2021,3,19,12,Fri,Spring
2021-03-20,17,23,NA,2021,3,20,12,Sat,Spring
2021-03-21,22,22.8571428571429,NA,2021,3,21,12,Sun,Spring
2021-03-22,20,21,NA,2021,3,22,12,Mon,Spring
2021-03-23,24,21.7142857142857,NA,2021,3,23,12,Tue,Spring
2021-03-24,22,21.4285714285714,NA,2021,3,24,12,Wed,Spring
2021-03-25,27,21.4285714285714,NA,2021,3,25,12,Thu,Spring
2021-03-26,19,21.5714285714286,NA,2021,3,26,13,Fri,Spring
2021-03-27,14,21.1428571428571,NA,2021,3,27,13,Sat,Spring
2021-03-28,22,21.1428571428571,NA,2021,3,28,13,Sun,Spring
2021-03-29,19,21,NA,2021,3,29,13,Mon,Spring
2021-03-30,13,19.4285714285714,NA,2021,3,30,13,Tue,Spring
2021-03-31,18,18.8571428571429,NA,2021,3,31,13,Wed,Spring
2021-04-01,18,17.5714285714286,NA,2021,4,1,13,Thu,Spring
2021-04-02,24,18.2857142857143,NA,2021,4,2,14,Fri,Spring
2021-04-03,15,18.4285714285714,NA,2021,4,3,14,Sat,Spring
2021-04-04,12,17,NA,2021,4,4,14,Sun,Spring
2021-04-05,23,17.5714285714286,NA,2021,4,5,14,Mon,Spring
2021-04-06,15,17.8571428571429,NA,2021,4,6,14,Tue,Spring
2021-04-07,16,17.5714285714286,NA,2021,4,7,14,Wed,Spring
2021-04-08,16,17.2857142857143,NA,2021,4,8,14,Thu,Spring
2021-04-09,16,16.1428571428571,NA,2021,4,9,15,Fri,Spring
2021-04-10,11,15.5714285714286,NA,2021,4,10,15,Sat,Spring
2021-04-11,9,15.1428571428571,NA,2021,4,11,15,Sun,Spring
2021-04-12,7,12.8571428571429,NA,2021,4,12,15,Mon,Spring
2021-04-13,8,11.8571428571429,NA,2021,4,13,15,Tue,Spring
2021-04-14,13,11.4285714285714,NA,2021,4,14,15,Wed,Spring
2021-04-15,12,10.8571428571429,NA,2021,4,15,15,Thu,Spring
2021-04-16,10,10,NA,2021,4,16,16,Fri,Spring
2021-04-17,8,9.57142857142857,NA,2021,4,17,16,Sat,Spring
2021-04-18,9,9.57142857142857,NA,2021,4,18,16,Sun,Spring
2021-04-19,10,10,NA,2021,4,19,16,Mon,Spring
2021-04-20,9,10.1428571428571,NA,2021,4,20,16,Tue,Spring
2021-04-21,8,9.42857142857143,NA,2021,4,21,16,Wed,Spring
